"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2014";"2015";"2016";"2017";"2018";"2019" 
"361 Tjenestemænd i staten og folkekirken m.v. "; 6105,7; 6074,8; 6212,8; 6263,3; 6335,4; 6376,3
"3611 Pensionsudgifter og -bidrag "; 6150,5; 6126,6; 6248,3; 6298,8; 6370,9; 6411,8
"361101 Politivæsenet og anklagemyndigheden "; 640,9; 661,7; 692,5; 723,8; 772,8; 804,8
"36110110 Pensionerede fra politiet før 31/12/2015 "; 640,9; 661,7; 1161,6; 1146,9; 1119,4; 1092,2
"36110120 Almindeligt tjenestemandsansatte "; 0,0; 0,0; -76,0; -66,7; -52,4; -42,6
"36110130 Politikorps ansat senest 31/12/2011 "; 0,0; 0,0; -393,1; -356,4; -294,2; -244,8
"36110140 Tjm. v. Politi & Ankl.my. i Grønland "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"361102 Kriminalforsorgen "; 223,8; 233,2; 242,7; 246,5; 255,6; 264,1
"36110210 Pensionerede ved Krimf. før 31/12/2015 "; 223,8; 233,2; 368,6; 364,1; 357,4; 351,7
"36110220 Almindeligt tjenestemandsansatte "; 0,0; 0,0; -9,6; -7,3; -3,5; -0,8
"36110230 Uniformerede tjm. ans. før 01/01/2019 "; 0,0; 0,0; -116,3; -110,3; -98,3; -86,8
"36110240 Tjenestemandsansatte i Grønland "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"361103 Forsvaret "; 1155,4; 1135,6; 1184,5; 1187,6; 1199,5; 1209,2
"36110310 Pensionerede før 31/12/2015 "; 1155,4; 1135,6; 1480,5; 1445,2; 1387,8; 1341,1
"36110320 Alm. tjm. ansatte i Forsvaret "; 0,0; 0,0; -6,7; 2,5; 17,5; 26,5
"36110330 Tjm. v. Forsvaret m. særl. beregn.regler "; 0,0; 0,0; -289,3; -260,1; -205,8; -158,4
"361104 Folkekirkens præster og provster "; 186,9; 184,2; 190,4; 191,4; 193,0; 190,7
"36110410 Pensionerede før 31/12/2015 "; 186,9; 184,2; 258,8; 251,6; 238,0; 224,5
"36110420 Folkekirkens præster og provster "; 0,0; 0,0; -68,4; -60,2; -45,0; -33,8
"361108 Tjenstemænd i andre min. og styrelser "; 2004,0; 1993,6; 2083,5; 2094,8; 2095,3; 2088,3
"36110804 Tjenestemænd pensioneret før 01/01/2015 "; 2368,4; 2325,3; 2401,1; 2385,8; 2358,7; 2330,4
"36110805 Statsministeriet "; -2,4; -0,6; -1,9; -1,8; -1,6; -1,5
"36110806 Udenrigsministeriet "; -17,9; -15,8; -14,3; -13,2; -12,1; -11,4
"36110807 Finansministeriet "; -4,7; -4,7; -4,3; -4,0; -3,4; -2,9
"36110808 Erhvervs- og Vækstministeriet "; -9,7; -7,5; -6,9; -6,2; -5,2; -4,5
"36110809 Skatteministeriet "; -153,0; -141,2; -131,0; -120,0; -107,4; -99,2
"36110810 Økonomi- og Indenrigsministeriet "; -6,7; -5,0; 0,0; 0,0; 0,0; 0,0
"36110811 Justitsministeriet "; -59,7; -57,6; -58,0; -54,8; -50,9; -48,2
"36110814 Udlændige-, Integrations- og Boligministeriet"; -0,5; -0,4; -0,5; -0,3; -0,3; -0,2
"36110815 Social- og Indenrigsministeriet "; -4,5; -5,1; -7,2; -6,5; -5,9; -5,2
"36110816 Sundheds- og Ældreministeriet "; -5,2; -4,4; -3,9; -3,4; -2,9; -2,3
"36110817 Beskæftigelsesministeriet "; -5,2; -4,5; -4,1; -3,8; -3,7; -3,0
"36110819 Uddanelses- og Forskningsministeriet "; -2,6; -2,5; -5,9; -4,7; -3,7; -3,2
"36110820 Undervisningsministeriet "; -4,4; -2,6; -3,5; -3,0; -2,5; -2,1
"36110821 Kulturministeriet "; -9,0; -6,8; -7,3; -6,3; -5,5; -4,7
"36110822 Kirkeministeriet samt Folkekirkens biskopper "; -1,7; -1,0; -0,8; -0,7; -0,5; -0,5
"36110823 Miljøministeriet "; -11,1; -9,9; 0,0; 0,0; 0,0; 0,0
"36110824 Miljø- og Fødevareministeriet "; -13,9; -13,2; -22,1; -19,6; -17,6; -16,3
"36110828 Transport- og Bygningsministeriet "; -48,4; -46,1; -43,1; -40,4; -38,0; -35,0
"36110829 Energi-, Forsynings- og Klimaministeriet "; -4,0; -2,8; -2,8; -2,3; -2,2; -1,9
"361110 Pensionsoverførsler "; 1939,6; 1918,3; 1854,7; 1854,7; 1854,7; 1854,7
"36111011 Kommuner s.f.a. indivi. o.af tje.mænd "; 4,7; 7,6; 5,0; 5,0; 5,0; 5,0
"36111012 Kommuner s.f.a. opgoml. o.af tje.mænd "; 19,8; 13,1; 11,0; 11,0; 11,0; 11,0
"36111013 Amtstjm. pensioneret før 01.01.2007 "; 1947,4; 1931,0; 1869,4; 1869,4; 1869,4; 1869,4
"36111021 Udbetaling af fratrædelsesgodtgørelse m.v. "; 0,0; 2,0; 0,5; 0,5; 0,5; 0,5
"36111022 Indbetaling af udtrædelsesgodtgørelse m.v. "; -19,0; -15,2; -20,7; -20,7; -20,7; -20,7
"36111031 Diverse indbetalinger "; -13,3; -20,2; -10,5; -10,5; -10,5; -10,5
"3612 Forskellige pensionsindbetalinger "; -44,8; -51,8; -35,5; -35,5; -35,5; -35,5
"361211 Bidrag i forbindelse med tjenestefrihed "; -11,0; -14,4; -10,6; -10,6; -10,6; -10,6
"36121110 Pensionsbidrag ved tjenestefrihed til org.arb"; 0,0; -0,2; -0,2; -0,2; -0,2; -0,2
"36121120 Pensionsbidrag ved tjenestefrihed i øvrigt "; -11,0; -14,2; -10,4; -10,4; -10,4; -10,4
"361212 Frivillig fratræden og seniorordning "; -33,9; -37,4; -24,9; -24,9; -24,9; -24,9
"36121210 Bidrag ved frivillig fratræden "; -29,3; -30,3; -19,9; -19,9; -19,9; -19,9
"36121220 Pensionsbidrag vedr. seniorordninger "; -4,5; -7,1; -5,0; -5,0; -5,0; -5,0
"362 Ansatte med tjenestemandspensionsret "; 3227,7; 3293,3; 3240,2; 3249,4; 3246,6; 3238,6
"3621 Pensionsudgifter og -bidrag "; 3227,7; 3293,3; 3240,2; 3249,4; 3246,6; 3238,6
"362101 Post Danmark A/S "; 1653,7; 1723,9; 1686,8; 1698,1; 1708,8; 1710,4
"36210110 Post Danmark A/S "; 1653,7; 1723,9; 1686,8; 1698,1; 1708,8; 1710,4
"362102 DSB, sov. "; 1063,6; 1057,8; 1039,4; 1031,3; 1010,2; 995,3
"36210210 DSB-tjenestemænd pensioneret før 01/01/1999 "; 803,7; 711,0; 681,7; 644,1; 580,3; 532,2
"36210220 DSB selvstændig offentlig virksomhed "; 259,9; 346,8; 357,7; 387,2; 429,9; 463,1
"362103 Scandlines A/S "; 136,4; 135,1; 133,8; 133,9; 132,9; 131,3
"36210310 Selskabsansatte v. Scandlines "; 136,4; 135,1; 133,8; 133,9; 132,9; 131,3
"362104 Danske Bank A/S, tidl. BG Bank A/S "; 87,7; 92,6; 93,4; 95,7; 98,6; 101,3
"36210410 Ansatte ved Danske Bank A/S "; 87,7; 92,6; 93,4; 95,7; 98,6; 101,3
"362105 TDC A/S "; 214,7; 210,3; 215,6; 215,5; 215,1; 214,5
"36210510 Tidligere tjenestemandsansatte ved TDC A/S "; 214,7; 210,3; 215,6; 215,5; 215,1; 214,5
"362106 NAVIAIR selvstændig offentlig virksomhed "; -1,2; -6,3; -7,2; -5,8; -3,7; -2,1
"36210610 Pensionerede fra NAVIAIR før 01/01/2015 "; -1,2; -6,3; 25,7; 25,5; 25,3; 24,9
"36210620 Flyveledere "; 0,0; 0,0; -21,6; -21,2; -20,4; -19,7
"36210630 Øvrige ansatte ved NAVIAIR "; 0,0; 0,0; -11,3; -10,1; -8,6; -7,3
"362110 Øvrige selskabsansatte "; 72,7; 79,9; 78,4; 80,7; 84,7; 87,9
"36211010 Combus A/S "; 34,6; 35,0; 35,1; 35,2; 35,5; 35,4
"36211011 Koncessionerede selskaber "; 35,0; 34,4; 34,8; 34,8; 34,8; 34,8
"36211012 W. S. Atkins International Ltd. "; 0,3; 0,3; 0,6; 0,6; 0,6; 0,6
"36211013 Overdragne statshavne "; -0,3; -0,3; -0,3; -0,3; -0,3; -0,2
"36211014 Københavns Lufthavne A/S "; 13,4; 14,2; 14,2; 14,4; 14,9; 15,3
"36211016 Odense Lufthavn "; 0,6; 0,6; 0,5; 0,5; 0,5; 0,5
"36211018 Udbetaling Danmark "; -10,9; -4,3; -6,5; -4,5; -1,3; 1,5
"363 Forskellige statslige pensionsforpligtelser "; 11816,4; 11937,4; 12298,4; 12371,7; 12427,6; 12403,1
"3631 Folkeskolen og visse selvejende institutioner "; 7811,3; 7884,5; 8131,1; 8163,7; 8183,8; 8146,9
"363101 Pensionsudgifter i folkeskolen mv. "; 7378,8; 7516,9; 7775,9; 7794,9; 7800,3; 7755,8
"36310110 Pensioner til tjenestemænd i folkeskolen mv. "; 7378,8; 7516,9; 7775,9; 7794,9; 7800,3; 7755,8
"363102 Københavns kommunale skolevæsen "; 360,8; 327,6; 357,6; 357,6; 357,6; 357,6
"36310210 Pensionsrefusion til Københavns Kommune "; 360,8; 327,6; 357,6; 357,6; 357,6; 357,6
"363103 Øvrige selvejende institutioner "; 71,6; 40,0; -2,4; 11,2; 25,9; 33,5
"36310310 Pensionerede før 01/01/2015 "; 71,6; 40,0; 110,1; 109,8; 108,3; 106,4
"36310320 Statstjenestemænd udlånt til universiteter "; 0,0; 0,0; -42,6; -37,3; -31,4; -28,0
"36310330 Reformoverførte institutionstjenestemænd "; 0,0; 0,0; -66,4; -57,8; -47,6; -41,6
"36310340 VUC-ans. med folkeskoletjm.status "; 0,0; 0,0; -3,5; -3,5; -3,4; -3,3
"3632 Statslige pensionsordninger m.v. "; 3967,7; 4008,1; 4132,2; 4172,8; 4208,5; 4220,7
"363201 Civilarbejderloven "; 727,4; 703,1; 710,9; 705,3; 692,3; 680,8
"36320110 Civilarbejderloven "; 727,4; 703,1; 710,9; 705,3; 692,3; 680,8
"363210 Statsgaranterede pensionskasser "; 606,7; 107,4; 109,1; 109,2; 109,7; 109,5
"36321010 Pensionskassen af 1925 "; 489,9; 0,0; 0,0; 0,0; 0,0; 0,0
"36321030 Efterlønskassen for lærere i fri- og e.skole "; 0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"36321060 Pensionsfonden af 1951 "; 97,8; 89,2; 88,7; 88,7; 88,7; 88,7
"36321070 Pensionskassen af 1950 "; 18,6; 18,2; 20,4; 20,5; 21,0; 20,8
"363220 Pens.forpligtelser i Grønland og på Færøerne "; 214,4; 190,1; 199,3; 199,3; 199,3; 199,3
"36322010 Tjenestemænd ansat under Grønlands Selvstyre "; 191,5; 166,8; 176,1; 176,1; 176,1; 176,1
"36322030 Pensionsrefusion til Færøernes Skolevæsen "; 22,9; 23,3; 23,2; 23,2; 23,2; 23,2
"363230 Øvrige statslige pensionsordninger "; 2419,2; 3007,5; 3112,9; 3159,0; 3207,2; 3231,1
"36323010 Hypotekbanken "; 2,6; 2,3; 2,2; 2,1; 1,9; 2,0
"36323011 Pensord. Højsk., Landbsk. og Husholdningssk. "; 139,6; 145,8; 137,5; 138,6; 140,0; 142,2
"36323012 Pensionsordningen af 1976 "; 926,5; 940,1; 928,7; 919,4; 900,0; 880,3
"36323013 Pens.ordn. for SHAVA "; 5,4; 5,0; 4,7; 4,3; 3,8; 3,5
"36323014 Apotekervæsenets Pensionsordning "; 0,5; 0,0; 0,0; 0,0; 0,0; 0,0
"36323015 Kolonien Filadelfias pensionsordning "; 12,7; 11,0; 11,8; 11,3; 10,1; 9,1
"36323016 Pensionsordning vedr. kødkontrollen "; 10,0; 8,2; 8,9; 8,4; 7,5; 6,6
"36323017 Pens. til tjm.lign ansatte ved tilskudsberett"; 0,8; 0,7; 0,6; 0,5; 0,4; 0,4
"36323018 Det danske Hedeselskab "; 6,3; 5,2; 4,6; 4,2; 3,6; 3,2
"36323019 Tjenestemænd ved Danmarks Radio "; 32,0; 23,6; 20,6; 18,5; 14,7; 11,7
"36323020 Kennedy Centeret "; 0,0; -0,4; -0,4; -0,4; -0,4; -0,4
"36323021 Det Kgl. Teater, pensionsordning "; 58,8; 55,8; 56,6; 55,6; 53,9; 52,3
"36323022 Nationalforeningens Pensionsordning "; 2,6; 2,0; 1,7; 1,7; 1,4; 1,3
"36323023 Pensionsordningen for Erhvervsskoler "; 801,8; 857,5; 873,5; 893,8; 915,5; 924,0
"36323024 P-ordning f. lærere i friskolen , efterskolen"; 419,6; 499,2; 517,0; 543,5; 582,3; 612,7
"36323025 Pensionsordningen af 1925 "; 0,0; 451,5; 544,8; 557,4; 572,4; 582,1
"36323026 Nordisk Ministerråd "; 0,0; 0,0; 0,1; 0,1; 0,1; 0,1
"3633 Supplementsunderstøttelser "; 37,4; 44,8; 35,1; 35,2; 35,3; 35,5
"363301 Understøttelser til ikke-tjenestemænd "; 37,4; 44,8; 35,1; 35,2; 35,3; 35,5
"36330110 Understøttelser, DSB "; 4,2; 5,2; 3,8; 3,8; 3,8; 3,8
"36330111 Understøttelser, Post Danmark "; 2,9; 3,4; 2,6; 2,6; 2,6; 2,7
"36330112 Understøttelser, Statsskovvæsenet "; 0,8; 0,9; 0,8; 0,8; 0,8; 0,8
"36330113 Understøttelser, fuldtidsbesk. redningsmænd "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"36330115 Understøttelser, andre "; 29,5; 35,3; 27,9; 28,0; 28,1; 28,2
"364 Pensionsopgaver uden for statstjenestem.p.omr "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"3641 Overførte pensionsopgaver "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"364101 Pensionsberegningsopgaver "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"36410120 Anvisning af pension for folkeskolelærere "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"36410130 Anvisning af pension for Folkekirkens funk. "; -0,1; 0,0; 0,0; 0,0; 0,0; 0,0
"365 Indekskontrakter "; 1699,9; 1596,0; 1496,0; 1436,7; 1378,9; 1324,0
"3651 Indekskontrakter "; 1699,9; 1596,0; 1496,0; 1436,7; 1378,9; 1324,0
"365101 Indekstillæg "; 1699,9; 1596,0; 1496,0; 1436,7; 1378,9; 1324,0
"36510110 Indekstillæg "; 1699,9; 1596,0; 1496,0; 1436,7; 1378,9; 1324,0
"366 Administrationsudgifter m.v. "; 1,2; 1,4; 1,4; 1,4; 1,4; 1,4
"3661 Administrationsudgifter m.v. "; 1,2; 1,4; 1,4; 1,4; 1,4; 1,4
"366103 Renter og retsomkostninger "; 0,3; 0,5; 0,5; 0,5; 0,5; 0,5
"36610310 Renter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"36610320 Retsomkostninger, gebyrer mv. "; 0,3; 0,5; 0,5; 0,5; 0,5; 0,5
"366110 Afskrivning af uerholdelige pensionsbeløb "; 0,8; 0,9; 0,9; 0,9; 0,9; 0,9
"36611010 Afskrivning af uerholdelige pensionsbeløb "; 0,8; 0,9; 0,9; 0,9; 0,9; 0,9
"37 Renter "; 22812,7; 24785,5; 23896,0; 0,0; 0,0; 0,0
"371 Renter af statsgæld "; 18230,6; 19270,3; 16577,7; 0,0; 0,0; 0,0
"3711 Indenlandsk statsgæld "; 19206,8; 19185,6; 16993,5; 0,0; 0,0; 0,0
"371101 Renter "; 21694,7; 22063,3; 19884,8; 0,0; 0,0; 0,0
"37110110 Betalte renter "; 21488,5; 22173,2; 19623,0; 0,0; 0,0; 0,0
"37110115 Præmier vedr. præmieobligationer "; 0,0; -14,5; 0,0; 0,0; 0,0; 0,0
"37110120 Periodiserede renter "; 205,1; -95,4; 261,8; 0,0; 0,0; 0,0
"37110125 Renter af sikekrhedsstillelse "; 1,1; 0,0; 0,0; 0,0; 0,0; 0,0
"371103 Øvrige driftsudgifter "; 15,4; 16,9; 16,7; 0,0; 0,0; 0,0
"37110310 Øvrige driftsudgifter "; 15,4; 16,9; 16,7; 0,0; 0,0; 0,0
"371104 Renter og fordelte opkøbstab af egne værdipa. "; 329,3; 0,0; 0,0; 0,0; 0,0; 0,0
"37110410 Modtagne renter "; 157,5; 0,0; 0,0; 0,0; 0,0; 0,0
"37110430 Fordelte opkøbskurstab "; 171,8; 0,0; 0,0; 0,0; 0,0; 0,0
"371111 Fordelte emissionskurstab "; -3001,9; -3318,1; -3460,0; 0,0; 0,0; 0,0
"37111120 Fordelte emissionskurstab, langfristet gæld "; -2983,9; -3325,4; -3375,6; 0,0; 0,0; 0,0
"37111130 Fordelte emissionskurstab, skatkammerbeviser "; -17,9; 7,3; -84,4; 0,0; 0,0; 0,0
"371112 Indeksopskrivning "; 169,4; 423,5; 552,0; 0,0; 0,0; 0,0
"37111210 Indeksopskrivning "; 169,4; 423,5; 552,0; 0,0; 0,0; 0,0
"3712 Udenlandsk statsgæld "; -976,3; 84,7; -415,8; 0,0; 0,0; 0,0
"371201 Renter "; -127,2; 121,0; -251,0; 0,0; 0,0; 0,0
"37120110 Betalte renter "; 239,7; -24,9; -68,1; 0,0; 0,0; 0,0
"37120120 Periodiserede renter "; -366,9; 145,9; -182,9; 0,0; 0,0; 0,0
"371203 Øvrige driftsudgifter "; 11,5; 15,0; 11,5; 0,0; 0,0; 0,0
"37120310 Øvrige driftsudgifter "; 11,5; 15,0; 11,5; 0,0; 0,0; 0,0
"371204 Renter, opkøbskurstab, valautakursregulering "; -933,4; 0,0; 0,0; 0,0; 0,0; 0,0
"37120440 Opkøbskurstab relateret til derivater "; -933,4; 0,0; 0,0; 0,0; 0,0; 0,0
"371211 Fordelte emissionskurstab "; 21,4; 16,1; 5,0; 0,0; 0,0; 0,0
"37121110 Fordelte emissionskurstab "; 21,4; 16,1; 5,0; 0,0; 0,0; 0,0
"371213 Realiserede valutakursreg. på udenl. st.gæld "; 51,4; -67,4; -181,3; 0,0; 0,0; 0,0
"37121310 Realiserede valutakursreguleringer "; 51,4; -67,4; -181,3; 0,0; 0,0; 0,0
"372 Mellemværende m. National-, Hypotekbanken m.v "; -3471,0; -3898,3; -3112,8; 0,0; 0,0; 0,0
"3721 Mellemværende med Danmarks Nationalbank "; -1400,6; -1737,1; -934,3; 0,0; 0,0; 0,0
"372101 Renter, Nationalbanken "; 0,0; 0,0; 50,0; 0,0; 0,0; 0,0
"37210110 Renter af statens mellemværende med DN "; 0,0; 0,0; 50,0; 0,0; 0,0; 0,0
"372102 Overskud fra Danmarks Nationalbank "; -1400,6; -1737,1; -984,3; 0,0; 0,0; 0,0
"37210210 Overskud fra Danmarks Nationalbank "; -1423,1; -1764,0; -1000,0; 0,0; 0,0; 0,0
"37210220 Grønlands del af overskuddet "; 14,0; 16,7; 9,7; 0,0; 0,0; 0,0
"37210230 Færøernes del af overskuddet "; 8,5; 10,2; 6,0; 0,0; 0,0; 0,0
"3723 Fællesstatslige mellemværender "; -2070,4; -2161,2; -2178,5; 0,0; 0,0; 0,0
"372301 Fællesstatslige mellemværender "; 0,7; 0,5; 0,5; 0,0; 0,0; 0,0
"37230110 Renteindtægt af statslige pengeinstitutkonti "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"37230130 Mellemværender med Kammeradvokaten "; 0,7; 0,5; 0,5; 0,0; 0,0; 0,0
"372302 Renter vedr. inkonverterbare realkreditlån,ØS "; 5,8; 5,6; 4,9; 0,0; 0,0; 0,0
"37230210 Renteudgifter vedr. overtagen gæld "; 9,5; 9,6; 7,2; 0,0; 0,0; 0,0
"37230220 Renteindtægter vedr. obligationer "; -3,7; -4,0; -2,3; 0,0; 0,0; 0,0
"372303 SKB/OBS, pengeformid., selvstændig likviditet "; -2077,0; -2167,3; -2183,9; 0,0; 0,0; 0,0
"37230310 Finansministeriets renter vedr. inst. m. S.L."; 0,0; 0,1; 0,0; 0,0; 0,0; 0,0
"37230315 Finansministeriets renter vedr selvstændig li"; -676,3; -730,0; -695,0; 0,0; 0,0; 0,0
"37230320 Finansministeriets renter vedr. inst. selvej."; -0,1; 25,0; 1,0; 0,0; 0,0; 0,0
"37230325 Udbetaling Danmark "; 3,7; 1,0; 2,5; 0,0; 0,0; 0,0
"37230330 Finansministeriets renter vedr. drift ejend.v"; -1406,8; -1500,0; -1500,0; 0,0; 0,0; 0,0
"37230350 Etablering og administration af ordn. Selv.L."; 1,8; 1,8; 1,8; 0,0; 0,0; 0,0
"37230355 Administration af SKB/OBS "; 1,7; 4,3; 4,3; 0,0; 0,0; 0,0
"37230360 Forrentning af indeståender i OBS "; -1,4; 30,0; 1,0; 0,0; 0,0; 0,0
"37230370 Gebyrer vedr. indeståender i OBS "; 0,2; 0,5; 0,5; 0,0; 0,0; 0,0
"375 Fonde "; 10433,0; 11249,5; 11717,8; 0,0; 0,0; 0,0
"3751 Den sociale pensionsfond "; 10127,2; 10974,6; 11599,5; 0,0; 0,0; 0,0
"375101 Driftsbudget "; 10127,2; 10974,6; 11599,5; 0,0; 0,0; 0,0
"37510110 Fremmede tjenesteydelser "; 0,2; 0,2; 0,2; 0,0; 0,0; 0,0
"37510120 Overførsel til § 17.64 Sociale pensioner "; 12510,0; 12290,0; 12750,0; 0,0; 0,0; 0,0
"37510130 Pensionsafkastbeskatning "; 0,0; 459,5; 99,2; 0,0; 0,0; 0,0
"37510140 Modtagne renter "; -3405,6; -3331,1; -2459,0; 0,0; 0,0; 0,0
"37510150 Periodiserede renter "; 220,5; 446,0; 246,8; 0,0; 0,0; 0,0
"37510160 Fordelte opkøbskurstab "; 802,2; 1110,0; 962,3; 0,0; 0,0; 0,0
"3752 Danmarks Innovationsfond "; 37,4; 28,1; 67,3; 0,0; 0,0; 0,0
"375201 Driftsbudget "; 37,4; 28,1; 67,3; 0,0; 0,0; 0,0
"37520110 Fremmede tjenesteydelser "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"37520120 Overførsel til Danmarks Innovationsfond "; 387,4; 387,4; 387,4; 0,0; 0,0; 0,0
"37520125 Overførsel til § 19.55.08. "; 12,6; 12,6; 12,6; 0,0; 0,0; 0,0
"37520140 Modtagne renter "; -531,6; -561,2; -490,5; 0,0; 0,0; 0,0
"37520150 Periodiserede renter "; -9,4; 6,2; 0,5; 0,0; 0,0; 0,0
"37520160 Fordelte opkøbskurstab "; 178,4; 183,1; 157,3; 0,0; 0,0; 0,0
"3754 Fonden for Forebyggelse og Fastholdelse "; 268,4; 246,8; 51,0; 0,0; 0,0; 0,0
"375401 Driftsbudget "; 268,4; 246,8; 51,0; 0,0; 0,0; 0,0
"37540110 Fremmede tjenesteydelser "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"37540120 Overførsel til § 17.51.03. "; 290,0; 265,0; 77,0; 0,0; 0,0; 0,0
"37540125 Overførsel til § 17.51.03. "; 9,0; 8,0; -3,0; 0,0; 0,0; 0,0
"37540140 Modtagne renter "; -38,6; -38,1; -30,6; 0,0; 0,0; 0,0
"37540150 Periodiserede renter "; -0,5; 1,5; 0,4; 0,0; 0,0; 0,0
"37540160 Fordelte opkøbskurstab "; 8,5; 10,4; 7,2; 0,0; 0,0; 0,0
"376 Renter til genudlån mv. "; -3984,4; -3217,0; -2589,3; 0,0; 0,0; 0,0
"3761 Renter af genudlån mv. "; -2500,9; -2924,2; -2333,6; 0,0; 0,0; 0,0
"376101 Renter af indenlandske genudlån "; -2135,1; -2369,9; -1891,3; 0,0; 0,0; 0,0
"37610105 Genudlån til Finansiel Stabilitet "; 116,0; -43,5; 53,0; 0,0; 0,0; 0,0
"37610106 Finansiel Stabilitet A/S, periodiserede rente"; 25,3; 1,5; -1,7; 0,0; 0,0; 0,0
"37610107 Gevinst ved førtidige indfrielser "; -237,3; 0,0; 0,0; 0,0; 0,0; 0,0
"37610110 Genudlån, SU-styrelsen "; -223,1; -337,5; -85,5; 0,0; 0,0; 0,0
"37610113 Genudlån til Styrelsen for Arbejdsmarked "; 0,0; -0,1; -0,2; 0,0; 0,0; 0,0
"37610125 Genudlån til Energinet.dk "; -318,2; -343,5; -342,2; 0,0; 0,0; 0,0
"37610126 Genudl. Energinet.dk, per.renter "; -5,9; 0,4; -5,1; 0,0; 0,0; 0,0
"37610127 Genudlån til Energinet.dk, indeksopskrivning "; -12,5; -28,7; -48,4; 0,0; 0,0; 0,0
"37610135 Genudlån til Landsbyggefonden, UIBM "; 1,0; 0,0; 0,0; 0,0; 0,0; 0,0
"37610136 Statslån til Landsbyggefonden, UIBM "; -4,4; 0,0; 0,0; 0,0; 0,0; 0,0
"37610144 Kursgevinst ved førtidige indfrielser. "; -0,3; 0,0; 0,0; 0,0; 0,0; 0,0
"37610145 Genudlån til udviklingsselskabet By og Havn "; -191,3; -221,2; -198,0; 0,0; 0,0; 0,0
"37610146 Genudlån By og Havn, periodiserede renter "; -2,3; -1,9; 3,5; 0,0; 0,0; 0,0
"37610147 Genudlån til Metroselskabet I/S "; -86,0; -124,5; -144,7; 0,0; 0,0; 0,0
"37610148 Genudlån til Metroselskabet I/S, per. renter "; -5,1; -2,8; 0,4; 0,0; 0,0; 0,0
"37610151 Genudlån til Statens Serums Institut "; -11,1; -11,1; -11,1; 0,0; 0,0; 0,0
"37610152 Genudlån til SSI, periodiserede renter "; 0,0; 0,0; 0,0; 0,0; 0,0; 0,0
"37610162 Genudlån via Eksport Kredit Fonden "; -293,3; -334,3; -282,3; 0,0; 0,0; 0,0
"37610163 Genudlån via EKF, periodiserede renter "; -1,5; -6,5; 0,4; 0,0; 0,0; 0,0
"37610170 Genudlån til A/S Storebælt "; -459,7; -482,0; -415,9; 0,0; 0,0; 0,0
"37610171 Genudlån til A/S Storebælt, periodis. renter "; -2,0; 6,3; 1,6; 0,0; 0,0; 0,0
"37610172 Genudlån til A/S Storebælt, Indeksopskrivning"; -1,6; -14,2; -24,0; 0,0; 0,0; 0,0
"37610175 Genudlån til Danmarks Radio "; -74,1; -65,3; -63,1; 0,0; 0,0; 0,0
"37610176 Genudl. DR, per. renter "; 1,1; 0,5; 0,0; 0,0; 0,0; 0,0
"37610178 Genudlån til Sund og Bælt Holding A/S "; 0,8; -1,1; -1,5; 0,0; 0,0; 0,0
"37610179 Genudlån til Sund og Bælt Holding A/S "; -0,6; 0,3; 0,0; 0,0; 0,0; 0,0
"37610180 Genudlån til A/S Øresundsforbindelsen "; -325,0; -340,4; -294,6; 0,0; 0,0; 0,0
"37610181 Genudlån til A/S Øresundsforbindelsen "; -2,6; 5,5; 1,4; 0,0; 0,0; 0,0
"37610185 Femern Bælt A/S "; 1,7; -4,4; -12,5; 0,0; 0,0; 0,0
"37610186 Femern Bælt A/S, periodiserede renter "; -1,9; -0,2; 1,4; 0,0; 0,0; 0,0
"37610192 A/S Femern Landanlæg "; 0,2; -3,1; -5,6; 0,0; 0,0; 0,0
"37610193 A/S Femern Landanlæg, periodiserede renter "; -0,4; 0,5; -0,5; 0,0; 0,0; 0,0
"37610195 Genudlån til Danmarks Skibskredit A/S "; -21,8; -19,4; -16,9; 0,0; 0,0; 0,0
"37610196 Danmarks Skibskredit, periodiserede renter "; 0,8; 0,8; 0,8; 0,0; 0,0; 0,0
"376102 Renter af udenlandske genudlån "; -365,8; -554,3; -442,3; 0,0; 0,0; 0,0
"37610210 Genudlån DK Skibskredit A/S "; -270,0; -458,2; -191,5; 0,0; 0,0; 0,0
"37610211 Genudlån til Danmarks Skibskredit A/S "; 4,8; 21,2; 10,2; 0,0; 0,0; 0,0
"37610213 Realiserede valutakursreguleringer "; -12,0; -72,5; -213,2; 0,0; 0,0; 0,0
"37610215 Genudlån til Island, indtægt "; -25,6; 0,0; 0,0; 0,0; 0,0; 0,0
"37610216 Genudlån til Island, valutakursreguleringer "; -3,6; 0,0; 0,0; 0,0; 0,0; 0,0
